algorithm,beta,n,seed,detected_race_to_loan,shd,beta_hat,wall_time_s
DirectLiNGAM,0.2,50000,1018,1,0,-0.1985878222925076,0.42
PC,0.2,50000,1019,1,6,,0.015
FCI,0.2,50000,1019,1,8,,0.03
GES,0.2,50000,1019,1,15,,0.046
GRaSP,0.2,50000,1019,1,5,,0.01
ICA-LiNGAM,0.2,50000,1019,1,0,-0.19691745276688502,0.092
DirectLiNGAM,0.2,50000,1019,1,0,-0.19691745276688505,0.423
PC,0.25,1000,1000,0,11,,0.008
FCI,0.25,1000,1000,0,12,,0.014
GES,0.25,1000,1000,1,8,,0.02
GRaSP,0.25,1000,1000,1,12,,0.004
ICA-LiNGAM,0.25,1000,1000,1,1,-0.18822119344197152,0.006
DirectLiNGAM,0.25,1000,1000,1,1,-0.18822119344197122,0.023
PC,0.25,1000,1001,1,5,,0.007
FCI,0.25,1000,1001,1,8,,0.012
GES,0.25,1000,1001,0,14,,0.032
GRaSP,0.25,1000,1001,1,5,,0.005
ICA-LiNGAM,0.25,1000,1001,1,1,-0.28739721518516836,0.006
DirectLiNGAM,0.25,1000,1001,1,1,-0.28739721518516875,0.022
PC,0.25,1000,1002,0,11,,0.006
FCI,0.25,1000,1002,0,12,,0.011
GES,0.25,1000,1002,1,8,,0.013
GRaSP,0.25,1000,1002,1,7,,0.005
ICA-LiNGAM,0.25,1000,1002,1,1,-0.23712232023258584,0.006
DirectLiNGAM,0.25,1000,1002,1,1,-0.23712232023258598,0.026
PC,0.25,1000,1003,1,5,,0.008
FCI,0.25,1000,1003,1,8,,0.013
GES,0.25,1000,1003,1,10,,0.02
GRaSP,0.25,1000,1003,0,11,,0.005
ICA-LiNGAM,0.25,1000,1003,1,1,-0.2808375622497411,0.007
DirectLiNGAM,0.25,1000,1003,1,1,-0.2808375622497405,0.031
PC,0.25,1000,1004,1,6,,0.008
FCI,0.25,1000,1004,1,8,,0.01
GES,0.25,1000,1004,1,11,,0.02
GRaSP,0.25,1000,1004,1,7,,0.004
ICA-LiNGAM,0.25,1000,1004,1,1,-0.24517534976574176,0.008
DirectLiNGAM,0.25,1000,1004,1,1,-0.24517534976574143,0.023
PC,0.25,1000,1005,0,11,,0.007
FCI,0.25,1000,1005,0,14,,0.009
GES,0.25,1000,1005,1,9,,0.016
GRaSP,0.25,1000,1005,1,9,,0.004
ICA-LiNGAM,0.25,1000,1005,1,1,-0.2233881874154827,0.008
DirectLiNGAM,0.25,1000,1005,1,1,-0.22338818741548278,0.029
PC,0.25,1000,1006,0,7,,0.009
FCI,0.25,1000,1006,0,8,,0.014
GES,0.25,1000,1006,1,9,,0.026
GRaSP,0.25,1000,1006,0,14,,0.006
ICA-LiNGAM,0.25,1000,1006,1,1,-0.19294919052161483,0.007
DirectLiNGAM,0.25,1000,1006,1,1,-0.19294919052161486,0.025
PC,0.25,1000,1007,0,8,,0.006
FCI,0.25,1000,1007,0,11,,0.011
GES,0.25,1000,1007,1,11,,0.025
GRaSP,0.25,1000,1007,0,12,,0.004
ICA-LiNGAM,0.25,1000,1007,1,1,-0.25306149460718785,0.007
DirectLiNGAM,0.25,1000,1007,1,1,-0.2530614946071877,0.024
PC,0.25,1000,1008,0,11,,0.01
FCI,0.25,1000,1008,0,12,,0.014
GES,0.25,1000,1008,0,16,,0.023
GRaSP,0.25,1000,1008,0,11,,0.009
ICA-LiNGAM,0.25,1000,1008,1,1,-0.24648126657293368,0.008
DirectLiNGAM,0.25,1000,1008,1,1,-0.24648126657293376,0.029
PC,0.25,1000,1009,0,10,,0.007
FCI,0.25,1000,1009,0,11,,0.012
GES,0.25,1000,1009,0,12,,0.015
GRaSP,0.25,1000,1009,1,7,,0.005
ICA-LiNGAM,0.25,1000,1009,1,1,-0.2304054831436052,0.006
DirectLiNGAM,0.25,1000,1009,1,1,-0.2304054831436049,0.023
PC,0.25,1000,1010,0,11,,0.006
FCI,0.25,1000,1010,0,9,,0.009
GES,0.25,1000,1010,1,6,,0.018
GRaSP,0.25,1000,1010,1,6,,0.004
ICA-LiNGAM,0.25,1000,1010,1,2,-0.22222181876086772,0.006
DirectLiNGAM,0.25,1000,1010,1,2,-0.2222218187608679,0.024
PC,0.25,1000,1011,0,8,,0.007
FCI,0.25,1000,1011,0,9,,0.012
GES,0.25,1000,1011,1,8,,0.022
GRaSP,0.25,1000,1011,0,15,,0.005
ICA-LiNGAM,0.25,1000,1011,1,1,-0.2326148228732054,0.007
DirectLiNGAM,0.25,1000,1011,1,1,-0.2326148228732066,0.029
PC,0.25,1000,1012,0,11,,0.008
FCI,0.25,1000,1012,0,14,,0.011
GES,0.25,1000,1012,1,8,,0.015
GRaSP,0.25,1000,1012,0,8,,0.004
ICA-LiNGAM,0.25,1000,1012,1,1,-0.11283757632933027,0.006
DirectLiNGAM,0.25,1000,1012,1,1,-0.11283757632932961,0.023
PC,0.25,1000,1013,0,11,,0.006
FCI,0.25,1000,1013,0,9,,0.008
GES,0.25,1000,1013,1,6,,0.028
GRaSP,0.25,1000,1013,1,8,,0.004
ICA-LiNGAM,0.25,1000,1013,1,3,-0.21062182117887907,0.006
DirectLiNGAM,0.25,1000,1013,1,3,-0.21062182117887907,0.025
PC,0.25,1000,1014,0,9,,0.01
FCI,0.25,1000,1014,0,12,,0.019
GES,0.25,1000,1014,1,18,,0.026
GRaSP,0.25,1000,1014,1,8,,0.007
ICA-LiNGAM,0.25,1000,1014,1,1,-0.15742499929603365,0.008
DirectLiNGAM,0.25,1000,1014,1,3,-0.15742499929603315,0.028
PC,0.25,1000,1015,0,8,,0.007
FCI,0.25,1000,1015,0,11,,0.011
GES,0.25,1000,1015,1,8,,0.013
GRaSP,0.25,1000,1015,0,6,,0.004
ICA-LiNGAM,0.25,1000,1015,1,1,-0.17733163176317343,0.006
DirectLiNGAM,0.25,1000,1015,1,1,-0.17733163176317301,0.023
PC,0.25,1000,1016,0,8,,0.006
FCI,0.25,1000,1016,0,9,,0.011
GES,0.25,1000,1016,0,15,,0.022
GRaSP,0.25,1000,1016,0,12,,0.006
ICA-LiNGAM,0.25,1000,1016,1,1,-0.2709808905701392,0.008
DirectLiNGAM,0.25,1000,1016,1,1,-0.27098089057013924,0.027
PC,0.25,1000,1017,0,8,,0.009
FCI,0.25,1000,1017,0,9,,0.014
GES,0.25,1000,1017,1,10,,0.02
GRaSP,0.25,1000,1017,1,7,,0.005
ICA-LiNGAM,0.25,1000,1017,1,1,-0.2946617125019006,0.009
DirectLiNGAM,0.25,1000,1017,1,1,-0.2946617125019006,0.026
PC,0.25,1000,1018,0,11,,0.007
FCI,0.25,1000,1018,0,14,,0.011
GES,0.25,1000,1018,1,8,,0.013
GRaSP,0.25,1000,1018,1,7,,0.006
ICA-LiNGAM,0.25,1000,1018,1,0,-0.21802902860870035,0.006
DirectLiNGAM,0.25,1000,1018,1,0,-0.2180290286087009,0.026
PC,0.25,1000,1019,0,13,,0.008
FCI,0.25,1000,1019,0,9,,0.014
GES,0.25,1000,1019,0,13,,0.027
GRaSP,0.25,1000,1019,0,15,,0.006
ICA-LiNGAM,0.25,1000,1019,1,1,-0.21814475509360542,0.007
DirectLiNGAM,0.25,1000,1019,1,2,-0.21814475509360548,0.031
PC,0.25,5000,1000,0,11,,0.013
FCI,0.25,5000,1000,0,9,,0.019
GES,0.25,5000,1000,1,5,,0.04
GRaSP,0.25,5000,1000,0,14,,0.008
ICA-LiNGAM,0.25,5000,1000,1,0,-0.2612373862454451,0.011
DirectLiNGAM,0.25,5000,1000,1,0,-0.2612373862454455,0.063
PC,0.25,5000,1001,0,8,,0.01
FCI,0.25,5000,1001,0,11,,0.018
GES,0.25,5000,1001,1,11,,0.047
GRaSP,0.25,5000,1001,1,3,,0.008
ICA-LiNGAM,0.25,5000,1001,1,0,-0.2434808274478574,0.011
DirectLiNGAM,0.25,5000,1001,1,0,-0.2434808274478581,0.056
PC,0.25,5000,1002,1,7,,0.011
FCI,0.25,5000,1002,1,7,,0.02
GES,0.25,5000,1002,1,15,,0.041
GRaSP,0.25,5000,1002,1,12,,0.009
ICA-LiNGAM,0.25,5000,1002,1,0,-0.2685510478360175,0.014
DirectLiNGAM,0.25,5000,1002,1,0,-0.2685510478360175,0.067
PC,0.25,5000,1003,1,5,,0.011
FCI,0.25,5000,1003,1,8,,0.017
GES,0.25,5000,1003,1,14,,0.028
GRaSP,0.25,5000,1003,0,15,,0.008
ICA-LiNGAM,0.25,5000,1003,1,0,-0.2811187509181998,0.01
DirectLiNGAM,0.25,5000,1003,1,0,-0.2811187509181992,0.055
PC,0.25,5000,1004,0,7,,0.012
FCI,0.25,5000,1004,0,8,,0.017
GES,0.25,5000,1004,1,11,,0.043
GRaSP,0.25,5000,1004,0,16,,0.009
ICA-LiNGAM,0.25,5000,1004,1,1,-0.257445560505251,0.011
DirectLiNGAM,0.25,5000,1004,1,1,-0.257445560505251,0.057
PC,0.25,5000,1005,0,9,,0.01
FCI,0.25,5000,1005,0,9,,0.018
GES,0.25,5000,1005,1,12,,0.022
GRaSP,0.25,5000,1005,1,9,,0.009
ICA-LiNGAM,0.25,5000,1005,1,0,-0.24127338453900396,0.019
DirectLiNGAM,0.25,5000,1005,1,0,-0.24127338453900354,0.069
PC,0.25,5000,1006,0,8,,0.01
FCI,0.25,5000,1006,0,10,,0.018
GES,0.25,5000,1006,0,12,,0.03
GRaSP,0.25,5000,1006,0,14,,0.009
ICA-LiNGAM,0.25,5000,1006,1,1,-0.22572671635343902,0.011
DirectLiNGAM,0.25,5000,1006,1,1,-0.22572671635343947,0.055
PC,0.25,5000,1007,0,8,,0.01
FCI,0.25,5000,1007,0,11,,0.015
GES,0.25,5000,1007,1,13,,0.039
GRaSP,0.25,5000,1007,0,15,,0.009
ICA-LiNGAM,0.25,5000,1007,1,0,-0.2344602813999016,0.012
DirectLiNGAM,0.25,5000,1007,1,0,-0.23446028139990138,0.069
PC,0.25,5000,1008,0,8,,0.012
FCI,0.25,5000,1008,0,10,,0.019
GES,0.25,5000,1008,0,13,,0.032
GRaSP,0.25,5000,1008,0,15,,0.009
ICA-LiNGAM,0.25,5000,1008,1,0,-0.23123705407449271,0.009
DirectLiNGAM,0.25,5000,1008,1,0,-0.2312370540744927,0.055
PC,0.25,5000,1009,0,7,,0.009
FCI,0.25,5000,1009,0,8,,0.02
GES,0.25,5000,1009,0,16,,0.032
GRaSP,0.25,5000,1009,1,15,,0.01
ICA-LiNGAM,0.25,5000,1009,1,1,-0.2563155047899461,0.011
DirectLiNGAM,0.25,5000,1009,1,1,-0.25631550478994636,0.061
PC,0.25,5000,1010,0,11,,0.01
FCI,0.25,5000,1010,0,9,,0.016
GES,0.25,5000,1010,1,13,,0.022
GRaSP,0.25,5000,1010,1,3,,0.007
ICA-LiNGAM,0.25,5000,1010,1,0,-0.26975436734234953,0.01
DirectLiNGAM,0.25,5000,1010,1,0,-0.26975436734234953,0.065
PC,0.25,5000,1011,0,9,,0.011
FCI,0.25,5000,1011,0,9,,0.019
GES,0.25,5000,1011,1,13,,0.024
GRaSP,0.25,5000,1011,0,15,,0.007
ICA-LiNGAM,0.25,5000,1011,1,0,-0.25716282296296417,0.009
DirectLiNGAM,0.25,5000,1011,1,0,-0.25716282296296405,0.053
PC,0.25,5000,1012,0,11,,0.009
FCI,0.25,5000,1012,0,9,,0.015
GES,0.25,5000,1012,1,14,,0.02
GRaSP,0.25,5000,1012,0,17,,0.008
ICA-LiNGAM,0.25,5000,1012,1,0,-0.25061225679452953,0.009
DirectLiNGAM,0.25,5000,1012,1,0,-0.25061225679452975,0.063
PC,0.25,5000,1013,0,8,,0.009
FCI,0.25,5000,1013,0,10,,0.016
GES,0.25,5000,1013,0,12,,0.035
GRaSP,0.25,5000,1013,0,14,,0.009
ICA-LiNGAM,0.25,5000,1013,1,1,-0.24732064246740826,0.012
DirectLiNGAM,0.25,5000,1013,1,1,-0.24732064246740876,0.055
PC,0.25,5000,1014,0,8,,0.007
FCI,0.25,5000,1014,0,10,,0.013
GES,0.25,5000,1014,1,3,,0.03
GRaSP,0.25,5000,1014,1,3,,0.006
ICA-LiNGAM,0.25,5000,1014,1,1,-0.26382298801049625,0.011
DirectLiNGAM,0.25,5000,1014,1,1,-0.26382298801049614,0.067
PC,0.25,5000,1015,0,8,,0.011
FCI,0.25,5000,1015,0,9,,0.016
GES,0.25,5000,1015,1,5,,0.058
GRaSP,0.25,5000,1015,1,13,,0.007
ICA-LiNGAM,0.25,5000,1015,1,1,-0.24661850769590057,0.01
DirectLiNGAM,0.25,5000,1015,1,1,-0.24661850769590096,0.063
PC,0.25,5000,1016,0,8,,0.009
FCI,0.25,5000,1016,0,10,,0.016
GES,0.25,5000,1016,1,11,,0.025
GRaSP,0.25,5000,1016,0,9,,0.008
ICA-LiNGAM,0.25,5000,1016,1,1,-0.24123360133615784,0.012
DirectLiNGAM,0.25,5000,1016,1,1,-0.24123360133615773,0.06
PC,0.25,5000,1017,0,9,,0.009
FCI,0.25,5000,1017,0,9,,0.017
GES,0.25,5000,1017,0,10,,0.037
GRaSP,0.25,5000,1017,0,15,,0.007
ICA-LiNGAM,0.25,5000,1017,1,0,-0.2863203025344249,0.011
DirectLiNGAM,0.25,5000,1017,1,0,-0.2863203025344252,0.062
PC,0.25,5000,1018,0,7,,0.011
FCI,0.25,5000,1018,0,8,,0.019
GES,0.25,5000,1018,0,13,,0.043
GRaSP,0.25,5000,1018,1,12,,0.005
ICA-LiNGAM,0.25,5000,1018,1,0,-0.25914831178184555,0.01
DirectLiNGAM,0.25,5000,1018,1,0,-0.25914831178184555,0.053
PC,0.25,5000,1019,0,8,,0.009
FCI,0.25,5000,1019,0,10,,0.014
GES,0.25,5000,1019,0,16,,0.026
GRaSP,0.25,5000,1019,1,3,,0.006
ICA-LiNGAM,0.25,5000,1019,1,0,-0.2423548827282276,0.011
DirectLiNGAM,0.25,5000,1019,1,0,-0.24235488272822758,0.068
PC,0.25,10000,1000,0,11,,0.014
FCI,0.25,10000,1000,0,9,,0.021
GES,0.25,10000,1000,1,5,,0.038
GRaSP,0.25,10000,1000,1,13,,0.01
ICA-LiNGAM,0.25,10000,1000,1,0,-0.2520891309202409,0.013
DirectLiNGAM,0.25,10000,1000,1,0,-0.25208913092024193,0.092
PC,0.25,10000,1001,0,8,,0.01
FCI,0.25,10000,1001,0,10,,0.018
GES,0.25,10000,1001,1,12,,0.043
GRaSP,0.25,10000,1001,1,6,,0.01
ICA-LiNGAM,0.25,10000,1001,1,0,-0.23317539524111322,0.018
DirectLiNGAM,0.25,10000,1001,1,0,-0.2331753952411118,0.101
PC,0.25,10000,1002,0,7,,0.011
FCI,0.25,10000,1002,0,8,,0.018
GES,0.25,10000,1002,0,13,,0.046
GRaSP,0.25,10000,1002,0,15,,0.009
ICA-LiNGAM,0.25,10000,1002,1,0,-0.2435530880401926,0.017
DirectLiNGAM,0.25,10000,1002,1,0,-0.24355308804019168,0.098
PC,0.25,10000,1003,0,11,,0.011
FCI,0.25,10000,1003,0,9,,0.018
GES,0.25,10000,1003,1,14,,0.032
GRaSP,0.25,10000,1003,1,3,,0.01
ICA-LiNGAM,0.25,10000,1003,1,0,-0.25640236626093055,0.02
DirectLiNGAM,0.25,10000,1003,1,0,-0.2564023662609305,0.103
PC,0.25,10000,1004,0,9,,0.009
FCI,0.25,10000,1004,0,9,,0.016
GES,0.25,10000,1004,1,11,,0.027
GRaSP,0.25,10000,1004,0,15,,0.008
ICA-LiNGAM,0.25,10000,1004,1,0,-0.2686941424300256,0.016
DirectLiNGAM,0.25,10000,1004,1,0,-0.26869414243002526,0.111
PC,0.25,10000,1005,0,9,,0.01
FCI,0.25,10000,1005,0,9,,0.017
GES,0.25,10000,1005,1,7,,0.044
GRaSP,0.25,10000,1005,0,16,,0.008
ICA-LiNGAM,0.25,10000,1005,1,0,-0.24953581428971158,0.059
DirectLiNGAM,0.25,10000,1005,1,0,-0.2495358142897116,0.104
PC,0.25,10000,1006,0,7,,0.011
FCI,0.25,10000,1006,0,8,,0.018
GES,0.25,10000,1006,1,14,,0.028
GRaSP,0.25,10000,1006,0,15,,0.01
ICA-LiNGAM,0.25,10000,1006,1,0,-0.258289601226354,0.015
DirectLiNGAM,0.25,10000,1006,1,0,-0.258289601226354,0.11
PC,0.25,10000,1007,0,11,,0.012
FCI,0.25,10000,1007,0,10,,0.022
GES,0.25,10000,1007,0,17,,0.031
GRaSP,0.25,10000,1007,1,9,,0.008
ICA-LiNGAM,0.25,10000,1007,1,0,-0.24560198265814487,0.014
DirectLiNGAM,0.25,10000,1007,1,0,-0.24560198265814429,0.091
PC,0.25,10000,1008,0,7,,0.011
FCI,0.25,10000,1008,0,8,,0.016
GES,0.25,10000,1008,0,10,,0.04
GRaSP,0.25,10000,1008,0,18,,0.01
ICA-LiNGAM,0.25,10000,1008,1,0,-0.2527355721343826,0.019
DirectLiNGAM,0.25,10000,1008,1,0,-0.252735572134382,0.103
PC,0.25,10000,1009,1,8,,0.009
FCI,0.25,10000,1009,0,11,,0.019
GES,0.25,10000,1009,1,14,,0.028
GRaSP,0.25,10000,1009,1,13,,0.007
ICA-LiNGAM,0.25,10000,1009,1,0,-0.2642434795044996,0.015
DirectLiNGAM,0.25,10000,1009,1,0,-0.2642434795044996,0.113
PC,0.25,10000,1010,0,13,,0.011
FCI,0.25,10000,1010,0,7,,0.021
GES,0.25,10000,1010,1,2,,0.038
GRaSP,0.25,10000,1010,1,9,,0.007
ICA-LiNGAM,0.25,10000,1010,1,0,-0.2296451178326478,0.016
DirectLiNGAM,0.25,10000,1010,1,0,-0.22964511783264815,0.113
PC,0.25,10000,1011,0,11,,0.011
FCI,0.25,10000,1011,0,9,,0.015
GES,0.25,10000,1011,1,3,,0.047
GRaSP,0.25,10000,1011,0,17,,0.01
ICA-LiNGAM,0.25,10000,1011,1,1,-0.25936750895644756,0.017
DirectLiNGAM,0.25,10000,1011,1,1,-0.25936750895644717,0.114
PC,0.25,10000,1012,0,11,,0.009
FCI,0.25,10000,1012,0,9,,0.013
GES,0.25,10000,1012,1,3,,0.047
GRaSP,0.25,10000,1012,1,3,,0.006
ICA-LiNGAM,0.25,10000,1012,1,1,-0.23582824613278397,0.013
DirectLiNGAM,0.25,10000,1012,1,1,-0.23582824613278403,0.113
PC,0.25,10000,1013,1,5,,0.011
FCI,0.25,10000,1013,1,8,,0.017
GES,0.25,10000,1013,1,2,,0.039
GRaSP,0.25,10000,1013,0,17,,0.007
ICA-LiNGAM,0.25,10000,1013,1,0,-0.2502728960350209,0.015
DirectLiNGAM,0.25,10000,1013,1,0,-0.2502728960350212,0.09
PC,0.25,10000,1014,0,11,,0.011
FCI,0.25,10000,1014,0,9,,0.017
GES,0.25,10000,1014,1,5,,0.06
GRaSP,0.25,10000,1014,1,2,,0.009
ICA-LiNGAM,0.25,10000,1014,1,0,-0.25248332390482986,0.017
DirectLiNGAM,0.25,10000,1014,1,0,-0.2524833239048306,0.099
PC,0.25,10000,1015,0,9,,0.01
FCI,0.25,10000,1015,0,9,,0.017
GES,0.25,10000,1015,1,15,,0.045
GRaSP,0.25,10000,1015,1,3,,0.008
ICA-LiNGAM,0.25,10000,1015,1,0,-0.2486059395086178,0.018
DirectLiNGAM,0.25,10000,1015,1,0,-0.24860593950861762,0.114
PC,0.25,10000,1016,0,9,,0.009
FCI,0.25,10000,1016,0,9,,0.016
GES,0.25,10000,1016,1,10,,0.043
GRaSP,0.25,10000,1016,1,3,,0.008
ICA-LiNGAM,0.25,10000,1016,1,0,-0.2545535469929995,0.017
DirectLiNGAM,0.25,10000,1016,1,0,-0.2545535469929997,0.11
PC,0.25,10000,1017,0,8,,0.01
FCI,0.25,10000,1017,0,9,,0.016
GES,0.25,10000,1017,1,13,,0.043
GRaSP,0.25,10000,1017,1,3,,0.009
ICA-LiNGAM,0.25,10000,1017,1,1,-0.24278858764007105,0.017
DirectLiNGAM,0.25,10000,1017,1,1,-0.24278858764007014,0.109
PC,0.25,10000,1018,0,7,,0.01
FCI,0.25,10000,1018,0,8,,0.016
GES,0.25,10000,1018,1,5,,0.038
GRaSP,0.25,10000,1018,1,13,,0.008
ICA-LiNGAM,0.25,10000,1018,1,0,-0.25426968774460984,0.018
DirectLiNGAM,0.25,10000,1018,1,0,-0.25426968774460956,0.109
PC,0.25,10000,1019,0,9,,0.009
FCI,0.25,10000,1019,0,9,,0.016
GES,0.25,10000,1019,1,19,,0.038
GRaSP,0.25,10000,1019,1,13,,0.009
ICA-LiNGAM,0.25,10000,1019,1,0,-0.247470957453434,0.013
DirectLiNGAM,0.25,10000,1019,1,0,-0.24747095745343306,0.113
PC,0.25,50000,1000,1,5,,0.012
FCI,0.25,50000,1000,1,8,,0.019
GES,0.25,50000,1000,1,5,,0.05
GRaSP,0.25,50000,1000,1,2,,0.008
ICA-LiNGAM,0.25,50000,1000,1,0,-0.248874999070103,0.081
DirectLiNGAM,0.25,50000,1000,1,0,-0.24887499907010327,0.426
PC,0.25,50000,1001,1,5,,0.014
FCI,0.25,50000,1001,1,8,,0.02
GES,0.25,50000,1001,0,15,,0.047
GRaSP,0.25,50000,1001,1,2,,0.014
ICA-LiNGAM,0.25,50000,1001,1,0,-0.2420566535580599,0.08
DirectLiNGAM,0.25,50000,1001,1,0,-0.24205665355806028,0.423
PC,0.25,50000,1002,1,6,,0.013
FCI,0.25,50000,1002,1,5,,0.023
GES,0.25,50000,1002,1,10,,0.052
GRaSP,0.25,50000,1002,1,5,,0.011
ICA-LiNGAM,0.25,50000,1002,1,0,-0.25338126429820884,0.072
DirectLiNGAM,0.25,50000,1002,1,0,-0.25338126429820906,0.417
PC,0.25,50000,1003,0,11,,0.012
FCI,0.25,50000,1003,0,9,,0.018
GES,0.25,50000,1003,1,7,,0.043
GRaSP,0.25,50000,1003,1,10,,0.01
ICA-LiNGAM,0.25,50000,1003,1,0,-0.2514442170672069,0.082
DirectLiNGAM,0.25,50000,1003,1,0,-0.25144421706720654,0.489
PC,0.25,50000,1004,1,5,,0.015
FCI,0.25,50000,1004,1,8,,0.028
GES,0.25,50000,1004,1,7,,0.067
GRaSP,0.25,50000,1004,0,15,,0.015
ICA-LiNGAM,0.25,50000,1004,1,0,-0.2498790750752103,0.06
DirectLiNGAM,0.25,50000,1004,1,0,-0.24987907507521093,0.478
PC,0.25,50000,1005,0,13,,0.015
FCI,0.25,50000,1005,0,7,,0.024
GES,0.25,50000,1005,1,5,,0.06
GRaSP,0.25,50000,1005,1,2,,0.01
ICA-LiNGAM,0.25,50000,1005,1,0,-0.25095552528463466,0.067
DirectLiNGAM,0.25,50000,1005,1,0,-0.2509555252846346,0.484
PC,0.25,50000,1006,0,11,,0.015
FCI,0.25,50000,1006,0,9,,0.022
GES,0.25,50000,1006,1,5,,0.065
GRaSP,0.25,50000,1006,1,5,,0.01
ICA-LiNGAM,0.25,50000,1006,1,0,-0.25924320177341065,0.078
DirectLiNGAM,0.25,50000,1006,1,0,-0.2592432017734106,0.428
PC,0.25,50000,1007,1,2,,0.014
FCI,0.25,50000,1007,1,8,,0.02
GES,0.25,50000,1007,1,5,,0.056
GRaSP,0.25,50000,1007,1,5,,0.011
ICA-LiNGAM,0.25,50000,1007,1,0,-0.24879652520876996,0.077
DirectLiNGAM,0.25,50000,1007,1,0,-0.24879652520876938,0.418
PC,0.25,50000,1008,0,11,,0.014
FCI,0.25,50000,1008,0,9,,0.02
GES,0.25,50000,1008,1,5,,0.052
GRaSP,0.25,50000,1008,1,5,,0.012
ICA-LiNGAM,0.25,50000,1008,1,0,-0.25706309502859875,0.086
DirectLiNGAM,0.25,50000,1008,1,0,-0.25706309502859837,0.432
PC,0.25,50000,1009,1,2,,0.014
FCI,0.25,50000,1009,1,8,,0.019
GES,0.25,50000,1009,1,7,,0.047
GRaSP,0.25,50000,1009,1,15,,0.01
ICA-LiNGAM,0.25,50000,1009,1,0,-0.25439053782806403,0.102
DirectLiNGAM,0.25,50000,1009,1,0,-0.2543905378280642,0.425
PC,0.25,50000,1010,0,11,,0.012
FCI,0.25,50000,1010,0,9,,0.019
GES,0.25,50000,1010,1,2,,0.051
GRaSP,0.25,50000,1010,1,15,,0.011
ICA-LiNGAM,0.25,50000,1010,1,0,-0.24861553809311496,0.082
DirectLiNGAM,0.25,50000,1010,1,0,-0.24861553809311485,0.426
PC,0.25,50000,1011,1,6,,0.016
FCI,0.25,50000,1011,0,9,,0.036
GES,0.25,50000,1011,1,2,,0.06
GRaSP,0.25,50000,1011,1,2,,0.014
ICA-LiNGAM,0.25,50000,1011,1,0,-0.2561481185675088,0.08
DirectLiNGAM,0.25,50000,1011,1,0,-0.2561481185675091,0.425
PC,0.25,50000,1012,1,5,,0.013
FCI,0.25,50000,1012,1,8,,0.018
GES,0.25,50000,1012,1,7,,0.045
GRaSP,0.25,50000,1012,1,5,,0.009
ICA-LiNGAM,0.25,50000,1012,1,0,-0.24663758258127721,0.082
DirectLiNGAM,0.25,50000,1012,1,0,-0.24663758258127763,0.419
PC,0.25,50000,1013,1,6,,0.012
FCI,0.25,50000,1013,0,10,,0.019
GES,0.25,50000,1013,0,16,,0.039
GRaSP,0.25,50000,1013,1,2,,0.01
ICA-LiNGAM,0.25,50000,1013,1,0,-0.2516509486220018,0.071
DirectLiNGAM,0.25,50000,1013,1,0,-0.2516509486220019,0.427
PC,0.25,50000,1014,0,12,,0.013
FCI,0.25,50000,1014,0,10,,0.021
GES,0.25,50000,1014,1,7,,0.044
GRaSP,0.25,50000,1014,1,15,,0.009
ICA-LiNGAM,0.25,50000,1014,1,0,-0.25380528829997573,0.077
DirectLiNGAM,0.25,50000,1014,1,0,-0.2538052882999767,0.43
PC,0.25,50000,1015,0,11,,0.013
FCI,0.25,50000,1015,0,9,,0.018
GES,0.25,50000,1015,1,2,,0.052
GRaSP,0.25,50000,1015,1,2,,0.011
ICA-LiNGAM,0.25,50000,1015,1,0,-0.2488250424420067,0.081
DirectLiNGAM,0.25,50000,1015,1,0,-0.24882504244200554,0.419
PC,0.25,50000,1016,0,9,,0.012
FCI,0.25,50000,1016,0,9,,0.019
GES,0.25,50000,1016,1,7,,0.043
GRaSP,0.25,50000,1016,1,5,,0.009
ICA-LiNGAM,0.25,50000,1016,1,0,-0.24971608362107817,0.068
DirectLiNGAM,0.25,50000,1016,1,0,-0.2497160836210777,0.43
PC,0.25,50000,1017,1,4,,0.014
FCI,0.25,50000,1017,0,7,,0.024
GES,0.25,50000,1017,1,5,,0.053
GRaSP,0.25,50000,1017,1,5,,0.01
ICA-LiNGAM,0.25,50000,1017,1,0,-0.24302368744245473,0.08
DirectLiNGAM,0.25,50000,1017,1,0,-0.2430236874424554,0.42
PC,0.25,50000,1018,1,5,,0.014
FCI,0.25,50000,1018,1,8,,0.018
GES,0.25,50000,1018,1,5,,0.057
GRaSP,0.25,50000,1018,1,15,,0.012
ICA-LiNGAM,0.25,50000,1018,1,0,-0.24863579688326506,0.063
DirectLiNGAM,0.25,50000,1018,1,0,-0.24863579688326548,0.432
PC,0.25,50000,1019,0,14,,0.013
FCI,0.25,50000,1019,0,11,,0.024
GES,0.25,50000,1019,1,2,,0.051
GRaSP,0.25,50000,1019,1,5,,0.011
ICA-LiNGAM,0.25,50000,1019,1,0,-0.24707072673165403,0.07
DirectLiNGAM,0.25,50000,1019,1,0,-0.24707072673165284,0.431
