algorithm,beta,n,seed,detected_race_to_loan,shd,beta_hat,wall_time_s
PC,0.0,1000,1000,0,10,,0.782
FCI,0.0,1000,1000,0,8,,0.016
GES,0.0,1000,1000,0,8,,0.019
GRaSP,0.0,1000,1000,0,8,,0.004
ICA-LiNGAM,0.0,1000,1000,0,1,0.0,0.009
DirectLiNGAM,0.0,1000,1000,0,1,0.0,0.023
PC,0.0,1000,1001,0,5,,0.007
FCI,0.0,1000,1001,0,8,,0.01
GES,0.0,1000,1001,0,17,,0.024
GRaSP,0.0,1000,1001,0,10,,0.005
ICA-LiNGAM,0.0,1000,1001,0,1,0.0,0.006
DirectLiNGAM,0.0,1000,1001,0,1,0.0,0.026
PC,0.0,1000,1002,0,10,,0.006
FCI,0.0,1000,1002,0,8,,0.009
GES,0.0,1000,1002,0,7,,0.013
GRaSP,0.0,1000,1002,0,6,,0.004
ICA-LiNGAM,0.0,1000,1002,0,1,0.0,0.006
DirectLiNGAM,0.0,1000,1002,0,1,0.0,0.029
PC,0.0,1000,1003,0,8,,0.006
FCI,0.0,1000,1003,0,10,,0.011
GES,0.0,1000,1003,0,10,,0.017
GRaSP,0.0,1000,1003,0,7,,0.005
ICA-LiNGAM,0.0,1000,1003,0,1,0.0,0.009
DirectLiNGAM,0.0,1000,1003,0,1,0.0,0.03
PC,0.0,1000,1004,0,8,,0.007
FCI,0.0,1000,1004,0,10,,0.011
GES,0.0,1000,1004,0,8,,0.02
GRaSP,0.0,1000,1004,0,7,,0.003
ICA-LiNGAM,0.0,1000,1004,0,1,0.0,0.008
DirectLiNGAM,0.0,1000,1004,0,1,0.0,0.024
PC,0.0,1000,1005,0,10,,0.006
FCI,0.0,1000,1005,0,8,,0.011
GES,0.0,1000,1005,0,10,,0.014
GRaSP,0.0,1000,1005,0,5,,0.004
ICA-LiNGAM,0.0,1000,1005,0,1,0.0,0.007
DirectLiNGAM,0.0,1000,1005,0,1,0.0,0.028
PC,0.0,1000,1006,0,8,,0.008
FCI,0.0,1000,1006,0,10,,0.009
GES,0.0,1000,1006,0,6,,0.021
GRaSP,0.0,1000,1006,0,13,,0.005
ICA-LiNGAM,0.0,1000,1006,0,1,0.0,0.008
DirectLiNGAM,0.0,1000,1006,0,1,0.0,0.03
PC,0.0,1000,1007,0,5,,0.009
FCI,0.0,1000,1007,0,8,,0.011
GES,0.0,1000,1007,0,12,,0.021
GRaSP,0.0,1000,1007,0,6,,0.005
ICA-LiNGAM,0.0,1000,1007,0,1,0.0,0.006
DirectLiNGAM,0.0,1000,1007,0,1,0.0,0.024
PC,0.0,1000,1008,0,4,,0.007
FCI,0.0,1000,1008,0,8,,0.011
GES,0.0,1000,1008,0,17,,0.019
GRaSP,0.0,1000,1008,0,11,,0.007
ICA-LiNGAM,0.0,1000,1008,0,1,0.0,0.006
DirectLiNGAM,0.0,1000,1008,0,1,0.0,0.03
PC,0.0,1000,1009,0,9,,0.007
FCI,0.0,1000,1009,0,10,,0.01
GES,0.0,1000,1009,0,10,,0.018
GRaSP,0.0,1000,1009,0,7,,0.004
ICA-LiNGAM,0.0,1000,1009,0,1,0.0,0.008
DirectLiNGAM,0.0,1000,1009,0,1,0.0,0.03
PC,0.0,1000,1010,0,8,,0.007
FCI,0.0,1000,1010,0,11,,0.009
GES,0.0,1000,1010,0,6,,0.016
GRaSP,0.0,1000,1010,0,8,,0.005
ICA-LiNGAM,0.0,1000,1010,0,2,0.0,0.006
DirectLiNGAM,0.0,1000,1010,0,2,0.0,0.023
PC,0.0,1000,1011,0,5,,0.007
FCI,0.0,1000,1011,0,8,,0.01
GES,0.0,1000,1011,0,8,,0.02
GRaSP,0.0,1000,1011,0,7,,0.004
ICA-LiNGAM,0.0,1000,1011,0,1,0.0,0.009
DirectLiNGAM,0.0,1000,1011,0,1,0.0,0.029
PC,0.0,1000,1012,0,5,,0.008
FCI,0.0,1000,1012,0,8,,0.011
GES,0.0,1000,1012,0,7,,0.016
GRaSP,0.0,1000,1012,0,6,,0.008
ICA-LiNGAM,0.0,1000,1012,1,2,0.08034011616076554,0.007
DirectLiNGAM,0.0,1000,1012,1,2,0.08034011616076482,0.028
PC,0.0,1000,1013,0,11,,0.006
FCI,0.0,1000,1013,0,10,,0.01
GES,0.0,1000,1013,0,6,,0.026
GRaSP,0.0,1000,1013,0,5,,0.006
ICA-LiNGAM,0.0,1000,1013,0,3,0.0,0.006
DirectLiNGAM,0.0,1000,1013,0,3,0.0,0.024
PC,0.0,1000,1014,0,7,,0.01
FCI,0.0,1000,1014,0,9,,0.028
GES,0.0,1000,1014,0,11,,0.029
GRaSP,0.0,1000,1014,0,6,,0.006
ICA-LiNGAM,0.0,1000,1014,0,1,0.0,0.008
DirectLiNGAM,0.0,1000,1014,0,3,0.0,0.029
PC,0.0,1000,1015,0,5,,0.007
FCI,0.0,1000,1015,0,8,,0.011
GES,0.0,1000,1015,0,7,,0.015
GRaSP,0.0,1000,1015,0,5,,0.004
ICA-LiNGAM,0.0,1000,1015,0,1,0.0,0.008
DirectLiNGAM,0.0,1000,1015,0,1,0.0,0.023
PC,0.0,1000,1016,0,3,,0.007
FCI,0.0,1000,1016,0,7,,0.012
GES,0.0,1000,1016,0,3,,0.029
GRaSP,0.0,1000,1016,0,13,,0.006
ICA-LiNGAM,0.0,1000,1016,0,1,0.0,0.008
DirectLiNGAM,0.0,1000,1016,0,1,0.0,0.028
PC,0.0,1000,1017,0,7,,0.008
FCI,0.0,1000,1017,0,6,,0.015
GES,0.0,1000,1017,0,6,,0.024
GRaSP,0.0,1000,1017,0,5,,0.005
ICA-LiNGAM,0.0,1000,1017,0,1,0.0,0.007
DirectLiNGAM,0.0,1000,1017,0,1,0.0,0.027
PC,0.0,1000,1018,0,4,,0.006
FCI,0.0,1000,1018,0,8,,0.01
GES,0.0,1000,1018,0,7,,0.014
GRaSP,0.0,1000,1018,0,7,,0.004
ICA-LiNGAM,0.0,1000,1018,0,0,0.0,0.006
DirectLiNGAM,0.0,1000,1018,0,0,0.0,0.024
PC,0.0,1000,1019,0,9,,0.008
FCI,0.0,1000,1019,0,7,,0.016
GES,0.0,1000,1019,0,3,,0.026
GRaSP,0.0,1000,1019,0,6,,0.007
ICA-LiNGAM,0.0,1000,1019,0,1,0.0,0.009
DirectLiNGAM,0.0,1000,1019,0,2,0.0,0.029
PC,0.0,5000,1000,0,5,,0.014
FCI,0.0,5000,1000,0,8,,0.019
GES,0.0,5000,1000,0,2,,0.026
GRaSP,0.0,5000,1000,0,3,,0.006
ICA-LiNGAM,0.0,5000,1000,0,0,0.0,0.013
DirectLiNGAM,0.0,5000,1000,0,0,0.0,0.06
PC,0.0,5000,1001,0,6,,0.012
FCI,0.0,5000,1001,0,9,,0.023
GES,0.0,5000,1001,0,2,,0.027
GRaSP,0.0,5000,1001,0,3,,0.011
ICA-LiNGAM,0.0,5000,1001,0,0,0.0,0.012
DirectLiNGAM,0.0,5000,1001,0,0,0.0,0.066
PC,0.0,5000,1002,0,6,,0.012
FCI,0.0,5000,1002,0,6,,0.024
GES,0.0,5000,1002,0,5,,0.032
GRaSP,0.0,5000,1002,0,9,,0.013
ICA-LiNGAM,0.0,5000,1002,0,0,0.0,0.015
DirectLiNGAM,0.0,5000,1002,0,0,0.0,0.071
PC,0.0,5000,1003,0,4,,0.012
FCI,0.0,5000,1003,0,8,,0.021
GES,0.0,5000,1003,0,15,,0.02
GRaSP,0.0,5000,1003,0,9,,0.009
ICA-LiNGAM,0.0,5000,1003,0,0,0.0,0.01
DirectLiNGAM,0.0,5000,1003,0,0,0.0,0.064
PC,0.0,5000,1004,0,7,,0.01
FCI,0.0,5000,1004,0,10,,0.019
GES,0.0,5000,1004,0,13,,0.024
GRaSP,0.0,5000,1004,0,8,,0.01
ICA-LiNGAM,0.0,5000,1004,0,1,0.0,0.014
DirectLiNGAM,0.0,5000,1004,0,1,0.0,0.057
PC,0.0,5000,1005,0,4,,0.01
FCI,0.0,5000,1005,0,8,,0.019
GES,0.0,5000,1005,0,11,,0.019
GRaSP,0.0,5000,1005,0,14,,0.007
ICA-LiNGAM,0.0,5000,1005,0,0,0.0,0.01
DirectLiNGAM,0.0,5000,1005,0,0,0.0,0.071
PC,0.0,5000,1006,0,4,,0.011
FCI,0.0,5000,1006,0,8,,0.025
GES,0.0,5000,1006,0,3,,0.025
GRaSP,0.0,5000,1006,0,15,,0.006
ICA-LiNGAM,0.0,5000,1006,0,1,0.0,0.009
DirectLiNGAM,0.0,5000,1006,0,1,0.0,0.055
PC,0.0,5000,1007,0,6,,0.011
FCI,0.0,5000,1007,0,10,,0.02
GES,0.0,5000,1007,0,15,,0.022
GRaSP,0.0,5000,1007,0,3,,0.01
ICA-LiNGAM,0.0,5000,1007,0,0,0.0,0.017
DirectLiNGAM,0.0,5000,1007,0,0,0.0,0.065
PC,0.0,5000,1008,0,7,,0.013
FCI,0.0,5000,1008,0,8,,0.022
GES,0.0,5000,1008,0,2,,0.025
GRaSP,0.0,5000,1008,0,3,,0.01
ICA-LiNGAM,0.0,5000,1008,0,0,0.0,0.011
DirectLiNGAM,0.0,5000,1008,0,0,0.0,0.053
PC,0.0,5000,1009,0,4,,0.01
FCI,0.0,5000,1009,0,8,,0.018
GES,0.0,5000,1009,0,3,,0.02
GRaSP,0.0,5000,1009,0,14,,0.006
ICA-LiNGAM,0.0,5000,1009,0,1,0.0,0.011
DirectLiNGAM,0.0,5000,1009,0,1,0.0,0.068
PC,0.0,5000,1010,0,4,,0.014
FCI,0.0,5000,1010,0,8,,0.025
GES,0.0,5000,1010,0,7,,0.027
GRaSP,0.0,5000,1010,0,8,,0.008
ICA-LiNGAM,0.0,5000,1010,0,0,0.0,0.01
DirectLiNGAM,0.0,5000,1010,0,0,0.0,0.058
PC,0.0,5000,1011,0,4,,0.01
FCI,0.0,5000,1011,0,8,,0.021
GES,0.0,5000,1011,0,15,,0.019
GRaSP,0.0,5000,1011,0,3,,0.005
ICA-LiNGAM,0.0,5000,1011,0,0,0.0,0.012
DirectLiNGAM,0.0,5000,1011,0,0,0.0,0.067
PC,0.0,5000,1012,0,7,,0.011
FCI,0.0,5000,1012,0,10,,0.018
GES,0.0,5000,1012,0,15,,0.025
GRaSP,0.0,5000,1012,0,3,,0.008
ICA-LiNGAM,0.0,5000,1012,0,0,0.0,0.01
DirectLiNGAM,0.0,5000,1012,0,0,0.0,0.056
PC,0.0,5000,1013,0,7,,0.007
FCI,0.0,5000,1013,0,10,,0.018
GES,0.0,5000,1013,0,13,,0.025
GRaSP,0.0,5000,1013,0,3,,0.006
ICA-LiNGAM,0.0,5000,1013,0,1,0.0,0.015
DirectLiNGAM,0.0,5000,1013,0,1,0.0,0.066
PC,0.0,5000,1014,0,5,,0.01
FCI,0.0,5000,1014,0,8,,0.015
GES,0.0,5000,1014,0,3,,0.023
GRaSP,0.0,5000,1014,0,3,,0.007
ICA-LiNGAM,0.0,5000,1014,0,1,0.0,0.011
DirectLiNGAM,0.0,5000,1014,0,1,0.0,0.07
PC,0.0,5000,1015,0,5,,0.011
FCI,0.0,5000,1015,0,8,,0.019
GES,0.0,5000,1015,0,8,,0.028
GRaSP,0.0,5000,1015,0,6,,0.007
ICA-LiNGAM,0.0,5000,1015,0,1,0.0,0.012
DirectLiNGAM,0.0,5000,1015,0,1,0.0,0.054
PC,0.0,5000,1016,0,7,,0.008
FCI,0.0,5000,1016,0,10,,0.013
GES,0.0,5000,1016,0,3,,0.024
GRaSP,0.0,5000,1016,0,8,,0.006
ICA-LiNGAM,0.0,5000,1016,0,1,0.0,0.01
DirectLiNGAM,0.0,5000,1016,0,1,0.0,0.061
PC,0.0,5000,1017,0,4,,0.014
FCI,0.0,5000,1017,0,8,,0.025
GES,0.0,5000,1017,0,15,,0.025
GRaSP,0.0,5000,1017,0,3,,0.007
ICA-LiNGAM,0.0,5000,1017,0,0,0.0,0.011
DirectLiNGAM,0.0,5000,1017,0,0,0.0,0.057
PC,0.0,5000,1018,0,7,,0.01
FCI,0.0,5000,1018,0,9,,0.019
GES,0.0,5000,1018,0,14,,0.02
GRaSP,0.0,5000,1018,0,3,,0.007
ICA-LiNGAM,0.0,5000,1018,0,0,0.0,0.013
DirectLiNGAM,0.0,5000,1018,0,0,0.0,0.069
PC,0.0,5000,1019,0,4,,0.014
FCI,0.0,5000,1019,0,8,,0.026
GES,0.0,5000,1019,0,5,,0.025
GRaSP,0.0,5000,1019,0,3,,0.006
ICA-LiNGAM,0.0,5000,1019,0,0,0.0,0.01
DirectLiNGAM,0.0,5000,1019,0,0,0.0,0.062
PC,0.0,10000,1000,0,7,,0.018
FCI,0.0,10000,1000,0,10,,0.024
GES,0.0,10000,1000,0,5,,0.032
GRaSP,0.0,10000,1000,0,3,,0.012
ICA-LiNGAM,0.0,10000,1000,0,0,0.0,0.017
DirectLiNGAM,0.0,10000,1000,0,0,0.0,0.092
PC,0.0,10000,1001,0,6,,0.013
FCI,0.0,10000,1001,0,9,,0.021
GES,0.0,10000,1001,1,10,,0.029
GRaSP,0.0,10000,1001,0,3,,0.01
ICA-LiNGAM,0.0,10000,1001,0,0,0.0,0.02
DirectLiNGAM,0.0,10000,1001,0,0,0.0,0.099
PC,0.0,10000,1002,0,6,,0.01
FCI,0.0,10000,1002,0,9,,0.019
GES,0.0,10000,1002,0,15,,0.029
GRaSP,0.0,10000,1002,0,3,,0.01
ICA-LiNGAM,0.0,10000,1002,0,0,0.0,0.018
DirectLiNGAM,0.0,10000,1002,0,0,0.0,0.106
PC,0.0,10000,1003,0,4,,0.011
FCI,0.0,10000,1003,0,8,,0.021
GES,0.0,10000,1003,0,5,,0.024
GRaSP,0.0,10000,1003,0,11,,0.008
ICA-LiNGAM,0.0,10000,1003,0,0,0.0,0.022
DirectLiNGAM,0.0,10000,1003,0,0,0.0,0.108
PC,0.0,10000,1004,0,4,,0.011
FCI,0.0,10000,1004,0,8,,0.02
GES,0.0,10000,1004,0,2,,0.023
GRaSP,0.0,10000,1004,0,3,,0.007
ICA-LiNGAM,0.0,10000,1004,0,0,0.0,0.018
DirectLiNGAM,0.0,10000,1004,0,0,0.0,0.115
PC,0.0,10000,1005,0,4,,0.01
FCI,0.0,10000,1005,0,8,,0.02
GES,0.0,10000,1005,0,15,,0.02
GRaSP,0.0,10000,1005,0,8,,0.007
ICA-LiNGAM,0.0,10000,1005,0,0,0.0,0.015
DirectLiNGAM,0.0,10000,1005,0,0,0.0,0.094
PC,0.0,10000,1006,0,2,,0.012
FCI,0.0,10000,1006,0,7,,0.019
GES,0.0,10000,1006,0,2,,0.027
GRaSP,0.0,10000,1006,0,3,,0.011
ICA-LiNGAM,0.0,10000,1006,0,0,0.0,0.019
DirectLiNGAM,0.0,10000,1006,0,0,0.0,0.112
PC,0.0,10000,1007,0,8,,0.011
FCI,0.0,10000,1007,0,9,,0.021
GES,0.0,10000,1007,0,5,,0.021
GRaSP,0.0,10000,1007,0,3,,0.007
ICA-LiNGAM,0.0,10000,1007,0,0,0.0,0.02
DirectLiNGAM,0.0,10000,1007,0,0,0.0,0.111
PC,0.0,10000,1008,0,6,,0.011
FCI,0.0,10000,1008,0,10,,0.02
GES,0.0,10000,1008,0,5,,0.03
GRaSP,0.0,10000,1008,0,3,,0.009
ICA-LiNGAM,0.0,10000,1008,0,0,0.0,0.024
DirectLiNGAM,0.0,10000,1008,0,0,0.0,0.118
PC,0.0,10000,1009,0,4,,0.011
FCI,0.0,10000,1009,0,8,,0.019
GES,0.0,10000,1009,0,15,,0.025
GRaSP,0.0,10000,1009,0,14,,0.006
ICA-LiNGAM,0.0,10000,1009,0,0,0.0,0.014
DirectLiNGAM,0.0,10000,1009,0,0,0.0,0.092
PC,0.0,10000,1010,0,12,,0.012
FCI,0.0,10000,1010,0,7,,0.025
GES,0.0,10000,1010,0,2,,0.026
GRaSP,0.0,10000,1010,0,3,,0.012
ICA-LiNGAM,0.0,10000,1010,0,0,0.0,0.018
DirectLiNGAM,0.0,10000,1010,0,0,0.0,0.107
PC,0.0,10000,1011,0,5,,0.009
FCI,0.0,10000,1011,0,8,,0.015
GES,0.0,10000,1011,0,13,,0.02
GRaSP,0.0,10000,1011,0,3,,0.006
ICA-LiNGAM,0.0,10000,1011,0,1,0.0,0.018
DirectLiNGAM,0.0,10000,1011,0,1,0.0,0.111
PC,0.0,10000,1012,0,7,,0.01
FCI,0.0,10000,1012,0,9,,0.013
GES,0.0,10000,1012,0,3,,0.027
GRaSP,0.0,10000,1012,0,9,,0.006
ICA-LiNGAM,0.0,10000,1012,0,1,0.0,0.019
DirectLiNGAM,0.0,10000,1012,0,1,0.0,0.113
PC,0.0,10000,1013,0,6,,0.01
FCI,0.0,10000,1013,0,9,,0.018
GES,0.0,10000,1013,0,13,,0.019
GRaSP,0.0,10000,1013,0,3,,0.008
ICA-LiNGAM,0.0,10000,1013,0,0,0.0,0.016
DirectLiNGAM,0.0,10000,1013,0,0,0.0,0.094
PC,0.0,10000,1014,0,7,,0.011
FCI,0.0,10000,1014,0,10,,0.019
GES,0.0,10000,1014,0,15,,0.027
GRaSP,0.0,10000,1014,0,5,,0.009
ICA-LiNGAM,0.0,10000,1014,0,0,0.0,0.021
DirectLiNGAM,0.0,10000,1014,0,0,0.0,0.106
PC,0.0,10000,1015,0,4,,0.011
FCI,0.0,10000,1015,0,8,,0.02
GES,0.0,10000,1015,0,2,,0.022
GRaSP,0.0,10000,1015,0,9,,0.006
ICA-LiNGAM,0.0,10000,1015,0,0,0.0,0.019
DirectLiNGAM,0.0,10000,1015,0,0,0.0,0.113
PC,0.0,10000,1016,0,4,,0.011
FCI,0.0,10000,1016,0,8,,0.019
GES,0.0,10000,1016,0,2,,0.022
GRaSP,0.0,10000,1016,0,3,,0.051
ICA-LiNGAM,0.0,10000,1016,0,0,0.0,0.019
DirectLiNGAM,0.0,10000,1016,0,0,0.0,0.115
PC,0.0,10000,1017,0,4,,0.012
FCI,0.0,10000,1017,0,8,,0.024
GES,0.0,10000,1017,0,3,,0.025
GRaSP,0.0,10000,1017,0,16,,0.008
ICA-LiNGAM,0.0,10000,1017,0,1,0.0,0.018
DirectLiNGAM,0.0,10000,1017,0,1,0.0,0.114
PC,0.0,10000,1018,0,4,,0.011
FCI,0.0,10000,1018,0,8,,0.019
GES,0.0,10000,1018,0,2,,0.022
GRaSP,0.0,10000,1018,0,3,,0.009
ICA-LiNGAM,0.0,10000,1018,0,0,0.0,0.018
DirectLiNGAM,0.0,10000,1018,0,0,0.0,0.116
PC,0.0,10000,1019,0,4,,0.012
FCI,0.0,10000,1019,0,8,,0.021
GES,0.0,10000,1019,0,5,,0.031
GRaSP,0.0,10000,1019,0,3,,0.009
ICA-LiNGAM,0.0,10000,1019,0,0,0.0,0.017
DirectLiNGAM,0.0,10000,1019,0,0,0.0,0.116
PC,0.0,50000,1000,0,4,,0.013
FCI,0.0,50000,1000,0,8,,0.023
GES,0.0,50000,1000,0,5,,0.023
GRaSP,0.0,50000,1000,0,5,,0.013
ICA-LiNGAM,0.0,50000,1000,0,0,0.0,0.094
DirectLiNGAM,0.0,50000,1000,0,0,0.0,0.41
PC,0.0,50000,1001,0,5,,0.012
FCI,0.0,50000,1001,0,9,,0.025
GES,0.0,50000,1001,0,5,,0.03
GRaSP,0.0,50000,1001,0,5,,0.009
ICA-LiNGAM,0.0,50000,1001,0,0,0.0,0.076
DirectLiNGAM,0.0,50000,1001,0,0,0.0,0.444
PC,0.0,50000,1002,0,9,,0.014
FCI,0.0,50000,1002,0,6,,0.025
GES,0.0,50000,1002,0,5,,0.03
GRaSP,0.0,50000,1002,0,10,,0.01
ICA-LiNGAM,0.0,50000,1002,0,0,0.0,0.085
DirectLiNGAM,0.0,50000,1002,0,0,0.0,0.422
PC,0.0,50000,1003,0,4,,0.012
FCI,0.0,50000,1003,0,8,,0.022
GES,0.0,50000,1003,0,5,,0.035
GRaSP,0.0,50000,1003,0,5,,0.01
ICA-LiNGAM,0.0,50000,1003,0,0,0.0,0.081
DirectLiNGAM,0.0,50000,1003,0,0,0.0,0.438
PC,0.0,50000,1004,0,4,,0.012
FCI,0.0,50000,1004,0,8,,0.022
GES,0.0,50000,1004,0,5,,0.031
GRaSP,0.0,50000,1004,0,5,,0.011
ICA-LiNGAM,0.0,50000,1004,0,0,0.0,0.075
DirectLiNGAM,0.0,50000,1004,0,0,0.0,0.429
PC,0.0,50000,1005,0,9,,0.014
FCI,0.0,50000,1005,0,6,,0.024
GES,0.0,50000,1005,0,5,,0.031
GRaSP,0.0,50000,1005,0,5,,0.009
ICA-LiNGAM,0.0,50000,1005,0,0,0.0,0.086
DirectLiNGAM,0.0,50000,1005,0,0,0.0,0.427
PC,0.0,50000,1006,0,4,,0.013
FCI,0.0,50000,1006,0,8,,0.021
GES,0.0,50000,1006,0,5,,0.031
GRaSP,0.0,50000,1006,0,2,,0.012
ICA-LiNGAM,0.0,50000,1006,0,0,0.0,0.081
DirectLiNGAM,0.0,50000,1006,0,0,0.0,0.429
PC,0.0,50000,1007,0,4,,0.012
FCI,0.0,50000,1007,0,8,,0.021
GES,0.0,50000,1007,0,5,,0.031
GRaSP,0.0,50000,1007,0,5,,0.011
ICA-LiNGAM,0.0,50000,1007,0,0,0.0,0.087
DirectLiNGAM,0.0,50000,1007,0,0,0.0,0.424
PC,0.0,50000,1008,0,4,,0.015
FCI,0.0,50000,1008,0,8,,0.023
GES,0.0,50000,1008,0,15,,0.022
GRaSP,0.0,50000,1008,0,5,,0.012
ICA-LiNGAM,0.0,50000,1008,0,0,0.0,0.075
DirectLiNGAM,0.0,50000,1008,0,0,0.0,0.431
PC,0.0,50000,1009,0,4,,0.014
FCI,0.0,50000,1009,0,8,,0.022
GES,0.0,50000,1009,0,5,,0.023
GRaSP,0.0,50000,1009,0,5,,0.012
ICA-LiNGAM,0.0,50000,1009,0,0,0.0,0.085
DirectLiNGAM,0.0,50000,1009,0,0,0.0,0.425
PC,0.0,50000,1010,0,4,,0.013
FCI,0.0,50000,1010,0,8,,0.021
GES,0.0,50000,1010,0,5,,0.031
GRaSP,0.0,50000,1010,0,5,,0.011
ICA-LiNGAM,0.0,50000,1010,0,0,0.0,0.09
DirectLiNGAM,0.0,50000,1010,0,0,0.0,0.431
PC,0.0,50000,1011,0,2,,0.013
FCI,0.0,50000,1011,0,5,,0.019
GES,0.0,50000,1011,0,5,,0.03
GRaSP,0.0,50000,1011,0,2,,0.012
ICA-LiNGAM,0.0,50000,1011,0,0,0.0,0.081
DirectLiNGAM,0.0,50000,1011,0,0,0.0,0.429
PC,0.0,50000,1012,0,4,,0.012
FCI,0.0,50000,1012,0,8,,0.022
GES,0.0,50000,1012,0,5,,0.03
GRaSP,0.0,50000,1012,0,2,,0.011
ICA-LiNGAM,0.0,50000,1012,0,0,0.0,0.082
DirectLiNGAM,0.0,50000,1012,0,0,0.0,0.419
PC,0.0,50000,1013,0,6,,0.012
FCI,0.0,50000,1013,0,9,,0.021
GES,0.0,50000,1013,0,2,,0.024
GRaSP,0.0,50000,1013,0,5,,0.01
ICA-LiNGAM,0.0,50000,1013,0,0,0.0,0.075
DirectLiNGAM,0.0,50000,1013,0,0,0.0,0.427
PC,0.0,50000,1014,0,5,,0.013
FCI,0.0,50000,1014,0,9,,0.024
GES,0.0,50000,1014,0,5,,0.03
GRaSP,0.0,50000,1014,0,5,,0.006
ICA-LiNGAM,0.0,50000,1014,0,0,0.0,0.087
DirectLiNGAM,0.0,50000,1014,0,0,0.0,0.42
PC,0.0,50000,1015,0,4,,0.013
FCI,0.0,50000,1015,0,8,,0.022
GES,0.0,50000,1015,0,5,,0.032
GRaSP,0.0,50000,1015,0,2,,0.01
ICA-LiNGAM,0.0,50000,1015,0,0,0.0,0.077
DirectLiNGAM,0.0,50000,1015,0,0,0.0,0.427
PC,0.0,50000,1016,0,4,,0.011
FCI,0.0,50000,1016,0,8,,0.02
GES,0.0,50000,1016,0,5,,0.031
GRaSP,0.0,50000,1016,0,6,,0.008
ICA-LiNGAM,0.0,50000,1016,0,0,0.0,0.092
DirectLiNGAM,0.0,50000,1016,0,0,0.0,0.461
PC,0.0,50000,1017,0,4,,0.011
FCI,0.0,50000,1017,0,8,,0.022
GES,0.0,50000,1017,0,5,,0.023
GRaSP,0.0,50000,1017,0,5,,0.008
ICA-LiNGAM,0.0,50000,1017,0,0,0.0,0.087
DirectLiNGAM,0.0,50000,1017,0,0,0.0,0.429
PC,0.0,50000,1018,0,4,,0.012
FCI,0.0,50000,1018,0,8,,0.021
GES,0.0,50000,1018,0,5,,0.03
GRaSP,0.0,50000,1018,0,5,,0.012
ICA-LiNGAM,0.0,50000,1018,0,0,0.0,0.082
DirectLiNGAM,0.0,50000,1018,0,0,0.0,0.433
PC,0.0,50000,1019,0,8,,0.014
FCI,0.0,50000,1019,0,9,,0.028
GES,0.0,50000,1019,0,3,,0.026
GRaSP,0.0,50000,1019,0,13,,0.012
ICA-LiNGAM,0.0,50000,1019,0,0,0.0,0.078
DirectLiNGAM,0.0,50000,1019,0,0,0.0,0.417
PC,0.05,1000,1000,0,11,,0.008
FCI,0.05,1000,1000,0,9,,0.014
GES,0.05,1000,1000,0,9,,0.019
GRaSP,0.05,1000,1000,0,7,,0.005
ICA-LiNGAM,0.05,1000,1000,0,2,0.0,0.006
DirectLiNGAM,0.05,1000,1000,0,2,0.0,0.023
PC,0.05,1000,1001,0,8,,0.007
FCI,0.05,1000,1001,0,11,,0.011
GES,0.05,1000,1001,1,16,,0.027
GRaSP,0.05,1000,1001,0,11,,0.005
ICA-LiNGAM,0.05,1000,1001,0,2,0.0,0.006
DirectLiNGAM,0.05,1000,1001,0,2,0.0,0.023
PC,0.05,1000,1002,0,9,,0.006
FCI,0.05,1000,1002,0,12,,0.009
GES,0.05,1000,1002,1,7,,0.015
GRaSP,0.05,1000,1002,0,14,,0.004
ICA-LiNGAM,0.05,1000,1002,0,2,0.0,0.007
DirectLiNGAM,0.05,1000,1002,0,2,0.0,0.028
PC,0.05,1000,1003,0,7,,0.009
FCI,0.05,1000,1003,0,8,,0.013
GES,0.05,1000,1003,0,11,,0.018
GRaSP,0.05,1000,1003,0,8,,0.005
ICA-LiNGAM,0.05,1000,1003,0,2,0.0,0.008
DirectLiNGAM,0.05,1000,1003,0,2,0.0,0.03
PC,0.05,1000,1004,0,9,,0.008
FCI,0.05,1000,1004,0,12,,0.011
GES,0.05,1000,1004,0,14,,0.019
GRaSP,0.05,1000,1004,0,10,,0.003
ICA-LiNGAM,0.05,1000,1004,0,2,0.0,0.006
DirectLiNGAM,0.05,1000,1004,0,2,0.0,0.025
PC,0.05,1000,1005,0,6,,0.006
FCI,0.05,1000,1005,0,9,,0.01
GES,0.05,1000,1005,0,11,,0.013
GRaSP,0.05,1000,1005,0,6,,0.004
ICA-LiNGAM,0.05,1000,1005,0,2,0.0,0.006
DirectLiNGAM,0.05,1000,1005,0,2,0.0,0.024
PC,0.05,1000,1006,0,9,,0.008
FCI,0.05,1000,1006,0,11,,0.01
GES,0.05,1000,1006,0,7,,0.019
GRaSP,0.05,1000,1006,0,6,,0.006
ICA-LiNGAM,0.05,1000,1006,0,2,0.0,0.009
DirectLiNGAM,0.05,1000,1006,0,2,0.0,0.03
PC,0.05,1000,1007,0,6,,0.008
FCI,0.05,1000,1007,0,9,,0.011
GES,0.05,1000,1007,1,10,,0.019
GRaSP,0.05,1000,1007,0,7,,0.005
ICA-LiNGAM,0.05,1000,1007,0,2,0.0,0.006
DirectLiNGAM,0.05,1000,1007,0,2,0.0,0.023
PC,0.05,1000,1008,0,5,,0.008
FCI,0.05,1000,1008,0,9,,0.011
GES,0.05,1000,1008,0,18,,0.019
GRaSP,0.05,1000,1008,0,4,,0.008
ICA-LiNGAM,0.05,1000,1008,0,2,0.0,0.007
